Game,Set,Card Number,Card Name,Energy,Might,Domain,Card Type,Tags,Ability,Rarity,Artist,Image URL
Riftbound,Origins,OGN-149/298,Carnivorous Snapvine,5,6,Body,Unit,Shadow Isles,"When you play me, choose an enemy unit at a battlefield. We deal damage equal to our Mights to each other.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5ceaec3452d623931b5ac93d0af26b180b9646de-744x1039.png
Riftbound,Origins,OGN-150/298,Kraken Hunter,3,5,Body,Unit,"Pirate, Bilgewater","[Accelerate] (You may pay 1 EnergyBody as an additional cost to have me enter ready.)[Assault] (+1 Might while I'm an attacker.)As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by Body for each buff you spend.",Rare,JiHun Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/51aab4710d000a9c1e665a37ef8c919ff11b0282-744x1039.png
Riftbound,Origins,OGN-151/298,"Lee Sin, Centered",6,6,Body,Champion Unit,"Lee Sin, Ionia",[Accelerate] (You may pay 1 EnergyBody as an additional cost to have me enter ready.)Other buffed friendly units at my battlefield have +2 Might.,Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eca1aec1304de9c237751eb0aeed620b9ad0408e-744x1039.png
Riftbound,Origins,OGN-151a/298,"Lee Sin, Centered",6,6,Body,Champion Unit,"Lee Sin, Ionia",[Accelerate] (You may pay 1 EnergyBody as an additional cost to have me enter ready.)Other buffed friendly units at my battlefield have +2 Might.,Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/68d9364d3138e06a25724a0aaae0b7226472cd68-744x1039.png
Riftbound,Origins,OGN-152/298,Mistfall,3,,Body,Gear,,"When you buff a friendly unit, you may pay Body and exhaust this to ready it.",Rare,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1cedf0dcd6c4a44ae867e9f04f9f179d9b91c357-744x1039.png
Riftbound,Origins,OGN-153/298,Overt Operation,5,,Body,Spell,,"[Action] (Play on your turn or in showdowns.)For each friendly unit, you may spend its buff to ready it. Then buff all friendly units. (Each one that doesn't have a buff gets a +1 Might buff.)",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/69dba13c930ba3962851346d2bc6cbeb4ca48455-744x1039.png
Riftbound,Origins,OGN-154/298,Primal Strength,4,,Body,Spell,,[Action] (Play on your turn or in showdowns.)Give a unit +7 Might this turn.,Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd910a9836cd36340d0ffdb5fe8cb92a1069963-744x1039.png
Riftbound,Origins,OGN-155/298,"Qiyana, Victorious",4,4,Body,Champion Unit,"Qiyana, Ixtal","[Deflect] (Opponents must pay Rune Rainbow to choose me with a spell or ability.)When I conquer, draw 1 or channel 1 rune exhausted.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/90d1a07ef0c6c8282e6eee77e479254f50752eb2-744x1039.png
Riftbound,Origins,OGN-156/298,Sabotage,1,,Body,Spell,,"Choose an opponent. They reveal their hand. Choose a non-unit card from it, and recycle that card.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/70f186b85fd224ee23dcf64957f0fab835d28040-744x1039.png
Riftbound,Origins,OGN-157/298,"Udyr, Wildman",6,6,Body,Champion Unit,"Udyr, Freljord",Spend my buff: Choose one you've not chosen this turn —* Deal 2 to a unit at a battlefield.* Stun a unit at a battlefield.* Ready me.* Give me [Ganking] this turn.,Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2e461e5d05b5ee86e47a425c42c6f3b3c12bc4cf-744x1039.png
Riftbound,Origins,OGN-158/298,"Volibear, Imposing",12,10,Body,Champion Unit,"Volibear, Freljord","[Shield 3] (+3 Might while I'm a defender.)[Tank] (I must be assigned combat damage first.)When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)",Rare,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bcb15f95f4a72f8b070a3b1cd54e6482fe1a4b3e-744x1039.png
Riftbound,Origins,OGN-158a/298,"Volibear, Imposing",12,10,Body,Champion Unit,"Volibear, Freljord","[Shield 3] (+3 Might while I'm a defender.)[Tank] (I must be assigned combat damage first.)When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)",Showcase,Wild Rift Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/faceb90b6a46e79eadba43871b8cffe1ec5037a7-744x1039.png
Riftbound,Origins,OGN-159/298,"Warwick, Hunter",6,5,Body,Champion Unit,"Dog, Warwick, Zaun","I enter ready.When I attack, kill all damaged enemy units here.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fcbf878905001fa81858e9f081346fd05425f264-744x1039.png
Riftbound,Origins,OGN-160/298,Dazzling Aurora,9,,Body,Gear,,"At the end of your turn, reveal cards from the top of your Main Deck until you reveal a unit. Play it, ignoring its cost, and recycle the rest.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c023856a50c75058465f283d181277ce265ba108-744x1039.png
Riftbound,Origins,OGN-161/298,Deadbloom Predator,8,8,Body,Unit,Shadow Isles,[Deflect] (Opponents must pay Rune Rainbow to choose me with a spell or ability.)You may play me to an occupied enemy battlefield.,Epic,Slawomir Maniak,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/112b4b3847b26ea2d245ac0976717d109be7b032-744x1039.png
Riftbound,Origins,OGN-162/298,"Miss Fortune, Captain",5,5,Body,Champion Unit,"Pirate, Miss Fortune, Bilgewater","[Accelerate] (You may pay 1 EnergyBody as an additional cost to have me enter ready.)[Ganking] (I can move from battlefield to battlefield.)The first time I move each turn, you may ready something else that's exhausted.",Epic,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c7b219245cd6c6ee835974dd74771bc605289de-744x1039.png
Riftbound,Origins,OGN-162a/298,"Miss Fortune, Captain",5,5,Body,Champion Unit,"Pirate, Miss Fortune, Bilgewater","[Accelerate] (You may pay 1 EnergyBody as an additional cost to have me enter ready.)[Ganking] (I can move from battlefield to battlefield.)The first time I move each turn, you may ready something else that's exhausted.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a7a0dfa952259993fa0d8998a820585ff4f81c6-744x1039.png
Riftbound,Origins,OGN-163/298,Seal of Strength,0,,Body,Gear,,Exhaust: [Reaction] — [Add] Body. (Abilities that add resources can't be reacted to.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/415644b2798348e3d7198ec900cc40aaa4eb8bdf-744x1039.png
Riftbound,Origins,OGN-164/298,"Sett, Brawler",5,4,Body,Champion Unit,"Sett, Ionia","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 Might buff.)Spend my buff: Give me +4 Might this turn.",Epic,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00ddd4d478f2e49e18a60ed67f4d1452041b7da3-744x1039.png
Riftbound,Origins,OGN-164a/298,"Sett, Brawler",5,4,Body,Champion Unit,"Sett, Ionia","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 Might buff.)Spend my buff: Give me +4 Might this turn.",Showcase,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/26e65c15e8a1ce1a9cd60d96345c7916e67e00ac-744x1039.png
Riftbound,Origins,OGN-165/298,Cemetery Attendant,3,3,Chaos,Unit,"Dog, Shadow Isles","When you play me, return a unit from your trash to your hand.",Common,Bubble Cat Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bbbe6923105c53fc6b2a44430db940e009609b6-744x1039.png
Riftbound,Origins,OGN-166/298,Chaos Rune,,,Chaos,Basic Rune,,,Common,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png
Riftbound,Origins,OGN-166a/298,Chaos Rune,,,Chaos,Basic Rune,,,Showcase,Fairfoul,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbcde2f71fcc06fb8afc83855e24447a393f8943-1488x2078.png
Riftbound,Origins,OGN-167/298,Ember Monk,4,4,Chaos,Unit,Bandle City,"When you play a card from [Hidden], give me +2 Might this turn.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0441f70a7acc377d8cbe08559b7a2fc3139c903b-744x1039.png
Riftbound,Origins,OGN-168/298,Fight or Flight,2,,Chaos,Spell,,[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Action] (Play on your turn or in showdowns.)Move a unit from a battlefield to its base.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c3d543ab6c3809f45f3e410d59d376b4bee6de7-744x1039.png
Riftbound,Origins,OGN-169/298,Gust,1,,Chaos,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Return a unit at a battlefield with 3 Might or less to its owner's hand.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd3b161ab76ba0c5d503384f1289b3395434b10-744x1039.png
Riftbound,Origins,OGN-170/298,Morbid Return,2,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Return a unit from your trash to your hand.,Common,Rafael Zanchetin,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33b5ca4e580b94f2056bd884a4a35e8c630920a2-744x1039.png
Riftbound,Origins,OGN-171/298,Mystic Poro,2,2,Chaos,Unit,Poro,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/11af57d045768e886d05e1c0933b0d57cb1e459d-744x1039.png
Riftbound,Origins,OGN-172/298,Rebuke,2,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Return a unit at a battlefield to its owner's hand.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8e1ad72e9d562f9267c1512f29e9c04dc5cc15f-744x1039.png
Riftbound,Origins,OGN-173/298,Ride the Wind,2,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Move a friendly unit and ready it.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/864d9f8992db7f9a9e795d9438d941ca564ddde7-744x1039.png
Riftbound,Origins,OGN-174/298,Sai Scout,6,5,Chaos,Unit,Shurima,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)You may play me to an open battlefield.",Common,Dao Trong Le,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eab1fc8c95931519319c4c80681a261d75214c48-744x1039.png
Riftbound,Origins,OGN-175/298,Shipyard Skulker,3,3,Chaos,Unit,"Pirate, Bilgewater",,Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/000634f32b897638760b82e5365961f6d85bc0cb-744x1039.png
Riftbound,Origins,OGN-176/298,Sneaky Deckhand,3,2,Chaos,Unit,"Pirate, Bilgewater",You may play me to an open battlefield.,Common,Dao Trong Le,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f95b6aac293d8e477192281df47d8466da502bf-744x1039.png
Riftbound,Origins,OGN-177/298,Stealthy Pursuer,4,4,Chaos,Unit,Shurima,"When a friendly unit moves from my location, I may be moved with it.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab23fd84badd67e9981512acbe6c3e9a8f97f42d-744x1039.png
Riftbound,Origins,OGN-178/298,Undercover Agent,5,5,Chaos,Unit,,"[Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e4e318c0cc97b13646ee454da71046a09236e47-744x1039.png
Riftbound,Origins,OGN-179/298,Acceptable Losses,1,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Each player kills one of their gear.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b470bab1ae511ab9de0b1ce576e2050532a081-744x1039.png
Riftbound,Origins,OGN-180/298,Fading Memories,4,,Chaos,Spell,,"Give a unit at a battlefield or a gear [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a2b366942f1a7ec1f4bd3c1b17e10356214705d7-744x1039.png
Riftbound,Origins,OGN-181/298,Pack of Wonders,2,,Chaos,Gear,,"Exhaust: Return another friendly gear, unit, or [Hidden] card to its owner's hand.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0830f326c49abe7fb1d3c9787e7ce5d7b776eec-744x1039.png
Riftbound,Origins,OGN-182/298,Scrapheap,2,,Chaos,Gear,,"When this is played, discarded, or killed, draw 1.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198088dda16a95186a597433c3a62e8d982e666c-744x1039.png
Riftbound,Origins,OGN-183/298,Stacked Deck,1,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fdcb22cb620a4c1c37920d6b744edb615647cbd4-744x1039.png
Riftbound,Origins,OGN-184/298,The Syren,2,,Chaos,Gear,,"1 Energy, Exhaust: Move a friendly unit at a battlefield to its base.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cafdd212b542243e10e5fac587616ab77e3d9cf1-744x1039.png
Riftbound,Origins,OGN-185/298,Traveling Merchant,2,2,Chaos,Unit,Bilgewater,"When I move, discard 1, then draw 1.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7dbebe2bf5691391c8e4146e478b8bd2ac40aef-744x1039.png
Riftbound,Origins,OGN-186/298,Treasure Trove,2,,Chaos,Gear,,"When this leaves the board, draw 1 and channel 1 rune exhausted.Chaos, Exhaust: Kill this.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/682f5ee828ede4dbaf428cd0666db64ee8bae722-744x1039.png
Riftbound,Origins,OGN-187/298,Whirlwind,3,,Chaos,Spell,,"Starting with the next player, each player may return a unit to its owner's hand.",Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24f5e0a8811b5a0e0930c0f6476600e2a37a5f93-744x1039.png
Riftbound,Origins,OGN-188/298,Zaunite Bouncer,4,2,Chaos,Unit,Zaun,"When you play me, return another unit at a battlefield to its owner's hand.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f4e8258e3920e4a4654cfe74faf8c266f2aa5dd-744x1039.png
Riftbound,Origins,OGN-189/298,"Kayn, Unleashed",6,6,Chaos,Champion Unit,"Kayn, Ionia","[Ganking] (I can move from battlefield to battlefield.)If I have moved twice this turn, I don't take damage.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a1ce0e784264748f170bebb3b26a09a7f55efe0f-744x1039.png
Riftbound,Origins,OGN-190/298,"Kog'Maw, Caustic",3,1,Chaos,Champion Unit,"Kog'Maw, The Void","[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ba2b780619714f2bf97597a180f3b118f4faf55-744x1039.png
Riftbound,Origins,OGN-191/298,Maddened Marauder,5,4,Chaos,Unit,"Pirate, Bilgewater","[Tank] (I must be assigned combat damage first.)When you play me, move a unit from a battlefield to its base.",Rare,Alex Heath,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f3a2ab8e5894e0dd1b625ee29f3304e7832ef9a-744x1039.png
Riftbound,Origins,OGN-192/298,Mindsplitter,7,7,Chaos,Unit,"Dragon, Mount Targon","When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8753058698cff6455da6cccd13a7fe901a164051-744x1039.png
Riftbound,Origins,OGN-193/298,"Miss Fortune, Buccaneer",4,4,Chaos,Champion Unit,"Pirate, Miss Fortune, Bilgewater",You may play me to an open battlefield.Friendly units may be played to open battlefields.,Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6ff9ad3d6e2b96ff76cda4c7bc75415c1cdcced-744x1039.png
Riftbound,Origins,OGN-193a/298,"Miss Fortune, Buccaneer",4,4,Chaos,Champion Unit,"Pirate, Miss Fortune, Bilgewater",You may play me to an open battlefield.Friendly units may be played to open battlefields.,Showcase,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fde2eeb516af55b24467569aa982037f5b67b89-744x1039.png
Riftbound,Origins,OGN-194/298,"Nocturne, Horrifying",4,4,Chaos,Champion Unit,Nocturne,"[Ganking] (I can move from battlefield to battlefield.)When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for Rune Rainbow.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19a751364bc6eb5297596e8733d0d30a1111ac78-744x1039.png
Riftbound,Origins,OGN-195/298,Rhasa the Sunderer,10,6,Chaos,Unit,"Spirit, Shadow Isles",I cost 1 Energy less for each card in your trash.,Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e34fe8a9ee533dee99f96b4e6677d1edbd6a262d-744x1039.png
Riftbound,Origins,OGN-196/298,Soulgorger,8,5,Chaos,Unit,"Spirit, Shadow Isles","When you play me, you may play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/439c4fa7c8c47cba41df8bce3fe3c8068d297382-744x1039.png
Riftbound,Origins,OGN-197/298,"Teemo, Scout",2,1,Chaos,Champion Unit,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When you play me, give me +3 Might this turn.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca8a2e11dd78dd09ad1c9ad3a23e5699254b947e-744x1039.png
Riftbound,Origins,OGN-197a/298,"Teemo, Scout",2,1,Chaos,Champion Unit,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When you play me, give me +3 Might this turn.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/404a8aa0061b58611bd913b58dd01d99fdb8087d-744x1039.png
Riftbound,Origins,OGN-198/298,The Harrowing,6,,Chaos,Spell,,"Play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)",Rare,Rafael Zanchetin,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6914034f56dd50ab37df26e3541c997479bb5a6d-744x1039.png
Riftbound,Origins,OGN-199/298,Tideturner,2,2,Chaos,Unit,Bilgewater,"[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When you play me, you may choose a unit you control. Move me to its location and it to my original location.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bad355dba8b32d1fba33dc3924cad6a34b61b5af-744x1039.png
Riftbound,Origins,OGN-200/298,"Twisted Fate, Gambler",4,4,Chaos,Champion Unit,"Twisted Fate, Bilgewater","When I attack, reveal the top rune of your rune deck, then recycle it. Do one of the following based on its domain:* Fury — Deal 2 to an enemy unit here and 1 to all other enemy units here.* Mind — Draw 1.* Rune Order — Stun an enemy unit.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9eff1a038528c4d633196f13259670d84b74c2a8-744x1039.png
Riftbound,Origins,OGN-201/298,Invert Timelines,3,,Chaos,Spell,,"Each player discards their hand, then draws 4.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b916326fdcf61af4630d953c7540a4aa97e6db01-744x1039.png
Riftbound,Origins,OGN-202/298,"Jinx, Rebel",5,5,Chaos,Champion Unit,"Jinx, Zaun","When you discard one or more cards, ready me and give me +1 Might this turn.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a7fe105f40df66525be51bd18e25506945a7b027-744x1039.png
Riftbound,Origins,OGN-202a/298,"Jinx, Rebel",5,5,Chaos,Champion Unit,"Jinx, Zaun","When you discard one or more cards, ready me and give me +1 Might this turn.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/da4c4f96081b4c0e151dba74a0ef6eae338478f0-744x1039.png
Riftbound,Origins,OGN-203/298,Possession,8,,Chaos,Spell,,[Action] (Play on your turn or in showdowns.)Choose an enemy unit at a battlefield. Take control of it and recall it. (Send it to your base. This isn't a move.),Epic,League of Legends,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f26462174fd01407f25f7d49a70862d2b9af35cc-744x1039.png
Riftbound,Origins,OGN-204/298,Seal of Discord,0,,Chaos,Gear,,Exhaust: [Reaction] — [Add] Chaos. (Abilities that add resources can't be reacted to.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dd8433e77e46ca77aaf0be35d1774218d9a2f037-744x1039.png
Riftbound,Origins,OGN-205/298,"Yasuo, Windrider",5,4,Chaos,Champion Unit,"Yasuo, Ionia","[Ganking] (I can move from battlefield to battlefield.)The third time I move in a turn, you score 1 point.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5ba378ce4dad16d17e001814e091d5f484f2681-744x1039.png
Riftbound,Origins,OGN-205a/298,"Yasuo, Windrider",5,4,Chaos,Champion Unit,"Yasuo, Ionia","[Ganking] (I can move from battlefield to battlefield.)The third time I move in a turn, you score 1 point.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35f7ca6802af48585af55d23cf7675a8922d8535-744x1039.png
Riftbound,Origins,OGN-206/298,Back to Back,3,,Order,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Give two friendly units each +2 Might this turn.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7f5585dcd3e9c7866e3b99cb169a0404ea4c010f-744x1039.png
Riftbound,Origins,OGN-207/298,Call to Glory,3,,Order,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)As you play this, you may spend a buff as an additional cost. If you do, ignore this spell's cost.Give a unit +3 Might this turn.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ced53bc3fb15f263471067fc3868295b09e62a07-744x1039.png
Riftbound,Origins,OGN-208/298,Cruel Patron,4,6,Order,Unit,Noxus,"As an additional cost to play me, kill a friendly unit.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c1c2c08fa0032a245c1ffee6ba29fff2826bd468-744x1039.png
Riftbound,Origins,OGN-209/298,Cull the Weak,2,,Order,Spell,,Each player kills one of their units.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/49338a4b31727c6ef50e7dbc54e7004dcd2b6f4c-744x1039.png
Riftbound,Origins,OGN-210/298,Daring Poro,2,2,Order,Unit,Poro,[Assault] (+1 Might while I'm an attacker.),Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/41dee7ec46124c261352595cfbd8a6d38d32b947-744x1039.png
Riftbound,Origins,OGN-211/298,Faithful Manufactor,3,2,Order,Unit,Piltover,"When you play me, play a 1 Might Recruit unit token here.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b41107b7456a2a38d203983b1e504e3789d6b6ea-744x1039.png
Riftbound,Origins,OGN-212/298,Forge of the Future,2,,Order,Gear,,"When you play this, play a 1 Might Recruit unit token at your base.Kill this: Recycle up to 4 cards from trashes.",Common,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8e6a76d28590bcd835b0a9a1e806fe0fa6883141-744x1039.png
Riftbound,Origins,OGN-213/298,Hidden Blade,2,,Order,Spell,,[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Action] (Play on your turn or in showdowns.)Kill a unit at a battlefield. Its controller draws 2.,Common,Rafael Zanchetin,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0437ab8a0b67f43ef5483a103bbae9e57fd05822-744x1039.png
Riftbound,Origins,OGN-214/298,Order Rune,,,Order,Basic Rune,,,Common,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35ec6fdd2124324bb7052cba31c8c44f2e98f3ae-744x1039.png
Riftbound,Origins,OGN-214a/298,Order Rune,,,Order,Basic Rune,,,Showcase,Fairfoul,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e4904221c3bbbfcfde1734bc414dbe97c67e295-1488x2078.png
Riftbound,Origins,OGN-215/298,Petty Officer,5,5,Order,Unit,"Pirate, Bilgewater",[Assault] (+1 Might while I'm an attacker.),Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/29e062c4a38c0be12056568a2f8563557e2611c6-744x1039.png
Riftbound,Origins,OGN-216/298,Soaring Scout,2,1,Order,Unit,"Bird, Freljord","[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/75b6ce420888035b566c3795cabe0999a9a918b0-744x1039.png
Riftbound,Origins,OGN-217/298,Trifarian Gloryseeker,2,2,Order,Unit,"Trifarian, Noxus","[Legion] — When you play me, buff me. (If I don't have a buff, I get a +1 Might buff. Get the effect if you've played another card this turn.)",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19ad6a0e743b56021b9651a2105034a488e172e8-744x1039.png
Riftbound,Origins,OGN-218/298,Vanguard Captain,3,3,Order,Unit,"Elite, Demacia","[Legion] — When you play me, play two 1 Might Recruit unit tokens here._ (Get the effect if you've played another card this turn.)_",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0c9ddb2af7a0d4991938cf1e3058eb0f5d2e357-744x1039.png
Riftbound,Origins,OGN-219/298,Vanguard Sergeant,4,4,Order,Unit,"Elite, Demacia",,Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bcff5c718cfcff1c2466bf5e1a2a1ea9a9cf09b-744x1039.png
Riftbound,Origins,OGN-220/298,Facebreaker,2,,Order,Spell,,[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Action] (Play on your turn or in showdowns.)Stun a friendly unit and an enemy unit at the same battlefield. (They don't deal combat damage this turn.),Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7cddc717b886bb955b900ffaae4db9154a19280-744x1039.png
